4.012576954528486728e-01,3.842891589419943354e-01,4.022651860784907663e-01,4.026673393887469921e-01,3.849142535886516669e-01,4.037969835167343757e-01,3.962096556982606654e-01,3.976565239887906444e-01,3.955449027459138067e-01,3.848778858960683058e-01
3.678480340460806297e-01,3.729597976856994235e-01,3.608981778861329870e-01,3.559583263966781264e-01,3.536608436072942174e-01,3.682550685033827431e-01,3.677994885579723983e-01,3.728071468528721955e-01,3.654149722500455444e-01,3.544146648665769117e-01
3.822765387618579647e-01,3.830770542147496349e-01,3.818677686428863516e-01,3.780229595199231518e-01,3.779555251146891615e-01,3.908634286451767581e-01,3.762438988917646832e-01,3.752916648603057403e-01,3.795569611526196652e-01,3.765905837821308388e-01
3.913254400322304649e-01,3.915201559303224665e-01,3.871993679566201885e-01,3.833521303805624281e-01,3.761870189118696195e-01,3.808642158149351253e-01,3.865989367267497201e-01,3.840693025251410431e-01,3.851535193309418292e-01,3.762892671631232755e-01
3.097706043264570330e-01,3.086932908295071387e-01,3.072431172321735682e-01,3.042423971877379341e-01,2.940512657933918028e-01,2.965971444113829625e-01,3.076087003339324499e-01,3.112724936567261014e-01,3.028725487290507834e-01,3.025655676703865038e-01
3.967120456584364852e-01,3.893558369986192536e-01,4.034056843858871422e-01,3.972808767544491748e-01,3.989979878529200663e-01,3.984030469393528007e-01,4.012424305239816746e-01,3.915015956858207691e-01,4.053249895386076274e-01,4.063715390683563800e-01
4.186336082118620183e-01,4.144419427097832398e-01,4.143361513785356331e-01,4.179047768273468910e-01,4.044316783753713063e-01,4.065806195353706132e-01,4.223645886376773961e-01,4.056946918233734212e-01,4.076040625030847298e-01,4.155973722395163716e-01
3.897565802236728216e-01,4.023361372113598011e-01,3.941094232190108793e-01,3.838945066916809590e-01,4.026989662065414977e-01,3.835477331385928057e-01,3.901531267838295736e-01,3.902035928305941925e-01,3.842954266510733019e-01,3.856845104867399621e-01
3.469250380403860468e-01,3.628950475956884136e-01,3.484645541926608137e-01,3.551409360407371540e-01,3.606646397478561195e-01,3.522017573872383567e-01,3.531589115200893803e-01,3.576161501790680597e-01,3.641819169214606244e-01,3.464993277703975472e-01
4.286668991998845990e-01,4.170265982246711411e-01,4.292993707792614466e-01,4.308363965997680234e-01,4.144538875977409331e-01,4.318152055602819117e-01,4.257864275875304916e-01,4.313229041003652786e-01,4.133215416751728766e-01,4.127616361142101287e-01
3.243985598957081495e-01,3.255471557187045173e-01,3.268081759307259193e-01,3.384634046867383561e-01,3.312551963662371257e-01,3.281640331704641644e-01,3.365040917912358043e-01,3.301186224026417260e-01,3.203468500733039903e-01,3.272095607674905815e-01
3.659201307536498748e-01,3.580584392523312176e-01,3.602272260175717888e-01,3.541647093241261923e-01,3.559810412569624494e-01,3.497503990768696669e-01,3.594994781068986400e-01,3.618726820536926070e-01,3.557636877059587310e-01,3.498233923380039134e-01
3.396843800663876811e-01,3.577038244869090722e-01,3.423243152193517491e-01,3.468332301148331909e-01,3.540851787280863139e-01,3.508736295094386226e-01,3.448405619830541835e-01,3.408069151282841491e-01,3.407186619311998177e-01,3.465422959064280439e-01
3.311583805477135711e-01,3.345483926299068211e-01,3.317764116405043651e-01,3.412652311789270421e-01,3.421311367296093753e-01,3.451505540994015409e-01,3.486223307005287264e-01,3.334665222461951628e-01,3.299594784046657181e-01,3.400598415958959175e-01
3.451082280720448869e-01,3.516416681259936783e-01,3.408013495211563715e-01,3.473482169522012497e-01,3.500662091563789824e-01,3.545461405862128657e-01,3.556216071737431927e-01,3.434157071386887972e-01,3.445525172953743942e-01,3.479056073453278275e-01
3.769795653442887251e-01,3.811397870268191101e-01,3.819961507636265852e-01,3.713583271452133849e-01,3.813815166369567411e-01,3.816419613047549730e-01,3.870242216918767797e-01,3.851941923567817061e-01,3.747595809850076121e-01,3.713865903308689598e-01
4.029374672226953558e-01,4.176885753911550037e-01,4.074107886245063037e-01,4.050804852237663845e-01,4.168592788963630946e-01,4.205992854449011054e-01,4.082413542099442294e-01,4.104920798757166200e-01,4.070564466034004569e-01,4.029847883030415745e-01
3.836468729199748462e-01,3.822370987976497214e-01,3.893943531656282597e-01,3.856673357020390380e-01,3.877655670092894358e-01,3.862963848362262476e-01,3.773819797488252026e-01,3.793204349191200975e-01,3.827452412760077860e-01,3.843408890765200869e-01
3.624497496847578493e-01,3.761350548714254560e-01,3.632449484628111902e-01,3.797260677125458006e-01,3.789419852748066031e-01,3.765236127845734693e-01,3.808007683445909786e-01,3.766142207244557727e-01,3.662295146500716414e-01,3.709779608161234976e-01
4.177028290199962801e-01,4.159496540094158590e-01,4.142101955962242399e-01,4.072471632364187411e-01,4.085595345379121057e-01,4.210709890692201918e-01,4.087941585178056503e-01,4.144130387762434142e-01,4.220405765091435057e-01,4.141108077466401638e-01
3.300199485332794280e-01,3.287563143263742549e-01,3.275310286276131300e-01,3.419230597994672993e-01,3.260392807299328788e-01,3.265975388393937973e-01,3.280599657747181874e-01,3.427349090649057239e-01,3.413500116792897998e-01,3.253428156776022595e-01
3.352114009626738778e-01,3.348111552716056538e-01,3.228615351020694968e-01,3.376270988453750066e-01,3.198748902034816988e-01,3.243738653311030173e-01,3.205016042828184863e-01,3.330416292428488023e-01,3.287442357134963689e-01,3.238813831195752613e-01
3.349025524744692062e-01,3.422516568763785405e-01,3.371852483850245608e-01,3.471342663039961862e-01,3.332240607731386528e-01,3.348976991559373673e-01,3.437318248669355425e-01,3.452265003880570227e-01,3.307201219911041767e-01,3.393452285715926608e-01
3.898400766766290659e-01,3.856161309283852590e-01,3.813407890982563053e-01,3.868769184268807115e-01,3.813175912803568046e-01,3.975286444995980717e-01,3.854509069942398392e-01,3.858813148017034012e-01,3.919395220452241979e-01,3.880495224867328008e-01
4.165363247678260383e-01,4.146242178247404597e-01,4.023621785833664810e-01,4.160962439081617448e-01,4.033467685241014511e-01,4.020040696497800270e-01,4.069474051535506565e-01,4.032102443702753614e-01,4.062337466174507639e-01,4.163078271658717799e-01
3.426211286382177534e-01,3.268411546411969515e-01,3.451471182248531666e-01,3.426067921655628346e-01,3.404930751218599450e-01,3.277313906203746519e-01,3.330745483263186091e-01,3.454052493789165901e-01,3.331576305567403584e-01,3.355374828015960098e-01
3.845726738260507038e-01,3.785525207958512217e-01,3.797564194656465331e-01,3.704727229708998371e-01,3.826178493337188957e-01,3.647743706126078123e-01,3.685244390567737338e-01,3.693507207533109349e-01,3.709365752548788309e-01,3.750889737210220121e-01
3.544383094281840507e-01,3.590718557401355593e-01,3.440575906048366495e-01,3.485423302625202391e-01,3.506754716544448480e-01,3.457733049382097912e-01,3.455695684747888685e-01,3.398819083174869915e-01,3.538096976802143079e-01,3.450639693613968273e-01
3.573611879869654784e-01,3.421053944467052355e-01,3.378697694651652816e-01,3.560535755321501128e-01,3.433653836394746084e-01,3.439373831514613289e-01,3.476583304728317891e-01,3.533387574704833223e-01,3.414709280474360065e-01,3.413942850538951856e-01
3.354275570989047051e-01,3.216875370975801895e-01,3.237719947854814095e-01,3.238902178305724244e-01,3.281957195682672634e-01,3.249915631537622085e-01,3.337667340860780985e-01,3.163400653344340951e-01,3.265749166287689742e-01,3.203454392272370166e-01
3.676659941592358427e-01,3.724177827646940053e-01,3.821102738524281284e-01,3.698458113452679497e-01,3.826190436381795568e-01,3.687350914189923556e-01,3.753318463939874228e-01,3.680236839343603572e-01,3.754460587533733351e-01,3.788421555620065106e-01
3.369244621244421034e-01,3.272351402716658364e-01,3.342572158229743517e-01,3.376071079759888627e-01,3.384880142385888746e-01,3.331467268921813329e-01,3.340508795935004938e-01,3.363910840667344582e-01,3.273450962953705079e-01,3.305608602377363425e-01
3.256582452748245093e-01,3.367482514274100502e-01,3.294631994137651732e-01,3.378837740614183960e-01,3.363705304801065665e-01,3.308448040058296069e-01,3.420867127499126470e-01,3.259029029362931484e-01,3.364862763576402793e-01,3.245904893392924095e-01
4.097204235491723190e-01,3.944353073738688376e-01,3.997081427522686248e-01,3.981356258407365289e-01,4.023395885820000295e-01,4.046152353056025608e-01,4.049015613654188828e-01,4.083648208167354743e-01,3.943536968619401062e-01,4.105248966365790397e-01
3.436964996041264597e-01,3.321433997565053087e-01,3.404682061114702174e-01,3.300735338598020929e-01,3.386329578780611360e-01,3.356398028318471338e-01,3.356441056713322935e-01,3.466307565458856543e-01,3.475918731335063128e-01,3.283012930184786571e-01
